sr_no,Dta,Dts,QFE,RF,Q,RH,S,SR,Sx,T
4456,217,27,1009,0,8912,25.2,5,128,9,29.35
4457,223,33,1009,0,8914,27.8,4,114,7,28.97
4458,210,25,1009.1,0,8916,27.5,5,97,9,28.57
4459,214,20,1009.1,0,8918,28.7,4,89,8,28.26
4460,204,26,1009.3,0,8920,28.6,4,66,9,28.14
4461,290,55,1009.2,0,8922,26.5,4,60,7,28.12
4462,148,76,1009.2,0,8924,25.2,4,38,7,28.02
4463,207,18,1009.3,0,8926,24.5,4,20,5,27.81
4464,198,21,1009.3,0,8928,24.8,3,16,4,27.53
4465,182,30,1009.4,0,8930,24.5,3,17,5,27.39
4466,157,16,1009.6,0,8932,24.6,4,14,5,27.67
4467,154,13,1009.6,0,8934,24.4,4,21,5,27.65
4468,156,8,1009.5,0,8936,24,3,20,5,27.58
4469,155,9,1009.5,0,8938,24.3,3,11,4,27.35
4470,140,6,1009.6,0,8940,24.5,3,28,5,27.39
4471,148,9,1009.7,0,8942,26.1,2,24,4,26.77
4472,172,37,1009.7,0,8944,30.4,0,14,2,25.88
4473,229,2,1009.7,0,8946,30.2,0,20,0,25.57
4474,223,0,1009.7,0,8948,31.3,0,13,0,25.25
4475,222,0,1009.7,0,8950,30.5,0,11,0,24.93
4476,206,25,1009.6,0,8952,32.9,0,14,0,24.68
4477,170,0,1009.6,0,8954,34.8,0,13,0,23.86
4478,170,0,1009.6,0,8956,33.8,0,14,0,23.95
4479,170,0,1009.6,0,8958,35.8,0,17,0,23.56
4480,170,0,1009.4,0,8960,38,0,17,0,23.47
4481,170,0,1009.2,0,8962,37.6,0,26,0,23.35
4482,169,0,1009.2,0,8964,39.7,0,17,0,22.7
4483,169,0,1009.1,0,8966,38.6,0,24,0,22.54
4484,169,1,1009,0,8968,39.9,0,6,0,22.54
4485,150,4,1009,0,8970,42.4,0,13,3,21.87
4486,152,0,1008.9,0,8972,42.2,0,15,0,21.58
4487,152,0,1008.7,0,8974,40.7,0,24,0,21.58
4488,152,0,1008.7,0,8976,42.3,0,7,0,21.54
4489,152,0,1008.6,0,8978,42.7,0,16,0,21.3
4490,178,33,1008.6,0,8980,43.3,0,10,0,21.37
4491,222,0,1008.4,0,8982,49.9,0,14,0,21.13
4492,222,0,1008.3,0,8984,48.7,0,6,0,21.07
4493,222,0,1008.2,0,8986,47.1,0,16,0,20.77
4494,222,0,1008,0,8988,46.2,0,8,0,20.68
4495,68,31,1007.9,0,8990,44.1,1,18,4,20.99
4496,61,1,1007.9,0,8992,46.7,3,17,4,20.94
4497,61,1,1007.7,0,8994,49.6,2,17,3,20.81
4498,61,0,1007.5,0,8996,49.3,0,22,2,20.58
4499,61,0,1007.4,0,8998,50.9,0,18,0,20.34
4500,61,1,1007.4,0,9000,51.9,0,9,0,20.32
4501,61,0,1007.3,0,9002,52.1,0,7,0,20.19
4502,66,9,1007.2,0,9004,53,1,13,4,19.97
4503,92,3,1007,0,9006,53.7,4,19,4,20.04
4504,93,0,1007,0,9008,54,2,23,4,19.56
4505,93,0,1006.9,0,9010,55.7,0,22,0,19.63
4506,93,1,1006.7,0,9012,54.5,0,14,0,19.66
4507,84,1,1006.6,0,9014,55.1,0,10,0,19.7
4508,68,5,1006.4,0,9016,55.8,3,8,4,19.36
4509,66,1,1006.4,0,9018,57.3,4,9,4,19.24
4510,61,2,1006.3,0,9020,57.2,2,22,4,18.93
4511,38,2,1006.3,0,9022,57.8,2,20,3,18.84
4512,41,1,1006.2,0,9024,59,0,13,2,18.52
4513,31,9,1006.1,0,9026,60.1,0,24,0,17.89
4514,20,1,1006.1,0,9028,61.2,0,17,0,17.99
4515,20,0,1006.2,0,9030,60.4,0,19,0,17.94
4516,337,16,1006.3,0,9032,59.5,0,12,0,17.95
4517,338,9,1006.3,0,9034,60.5,2,9,4,17.8
4518,2,12,1006.3,0,9036,62,0,23,0,17.5
4519,36,4,1006.4,0,9038,62.8,0,21,1,17.5
4520,68,4,1006.4,0,9040,64.6,0,22,0,17.55
4521,67,1,1006.4,0,9042,65.1,0,19,5,17.54
4522,59,3,1006.5,0,9044,65,5,11,5,17.17
4523,51,1,1006.5,0,9046,61.7,3,13,5,17.34
4524,61,7,1006.5,0,9048,64.4,4,30,5,17.09
4525,58,4,1006.6,0,9050,64.4,4,21,5,17.09
4526,60,2,1006.8,0,9052,63.2,3,28,5,17.05
4527,234,65,1007,0,9054,62.6,4,37,8,16.97
4528,287,37,1007.1,0,9056,62.9,3,35,4,16.94
4529,235,67,1007,0,9058,63.9,1,44,4,16.87
4530,73,1,1007.1,0,9060,62.7,1,69,3,17.31
4531,45,7,1007.1,0,9062,62,4,96,5,17.63
4532,48,4,1007,0,9064,59.8,4,91,4,18.81
4533,20,16,1007.1,0,9066,57.5,3,126,4,18.9
4534,352,23,1007.2,0,9068,60.7,3,183,4,19.35
4535,309,1,1007.2,0,9070,55.8,1,352,3,20.27
4536,311,3,1007.1,0,9072,51.9,0,433,3,21.56
4537,326,16,1007.1,0,9074,48.8,3,401,6,22.87
4538,350,15,1007.1,0,9076,44,4,493,6,23.88
4539,359,13,1007.2,0,9078,43.3,4,372,6,24.48
4540,348,14,1007.3,0,9080,39.7,3,541,5,25.47
4541,305,21,1007.7,0,9082,37.2,5,564,9,26.43
4542,308,26,1007.7,0,9084,36.6,5,600,9,27.42
4543,291,20,1007.6,0,9086,36.5,8,621,12,27.25
4544,265,26,1007.7,0,9088,48.9,7,662,10,27.2
4545,259,25,1007.7,0,9090,42.8,8,698,11,26.87
4546,276,23,1007.6,0,9092,36.5,7,694,11,27.26
4547,274,26,1007.5,0,9094,35.5,6,754,9,28.48
4548,280,28,1007.5,0,9096,31.6,6,786,10,29.05
4549,284,21,1007.5,0,9098,28.8,6,807,9,29.47
4550,312,24,1007.5,0,9100,26.2,6,833,9,30.34
4551,255,33,1007.6,0,9102,32.6,6,860,10,29.8
4552,245,30,1007.6,0,9104,30.1,6,893,10,29.19
4553,270,28,1007.6,0,9106,28,5,891,8,29.94
4554,295,19,1007.5,0,9108,29.1,6,931,9,30.51
4555,278,26,1007.4,0,9110,27.9,6,950,10,30.78
4556,250,25,1007.4,0,9112,29.2,8,980,13,30.29
4557,245,22,1007.5,0,9114,29.2,10,992,15,29.32
4558,252,27,1007.5,0,9116,36.5,9,994,16,29.28
4559,257,23,1007.5,0,9118,40,9,1020,15,29.12
4560,251,29,1007.5,0,9120,42.2,9,1030,16,29.19
4561,260,24,1007.5,0,9122,45.6,10,1020,16,28.24
4562,38,109,1007.6,0,9124,47.5,7,1034,13,27.86
4563,239,27,1007.5,0,9126,52.4,10,1050,17,27.19
4564,239,100,1007.4,0,9128,49.4,7,1039,13,27.02
4565,222,33,1007.3,0,9130,50.9,7,1050,12,27.14
4566,233,30,1007.2,0,9132,53.6,8,1046,14,27.96
4567,229,30,1007.3,0,9134,54.7,8,1047,14,27.26
4568,230,32,1007.2,0,9136,57.3,9,1046,16,27.63
4569,224,29,1007.1,0,9138,53,8,1040,16,27.14
4570,10,67,1007,0,9140,57.6,10,1032,17,26.57
4571,235,29,1007.2,0,9142,55.8,9,1030,17,26.76
4572,318,51,1007.1,0,9144,62.2,8,1021,12,26.12
4573,216,37,1007.1,0,9146,58.6,8,1029,16,26.47
4574,220,35,1007.2,0,9148,53.5,8,956,17,26.02
4575,224,34,1007.3,0,9150,54.4,8,1004,16,26.89
4576,217,35,1007.3,0,9152,58.8,8,952,17,25.92
4577,227,31,1007.4,0,9154,60,11,962,20,25.2
4578,221,39,1007.5,0,9156,61.9,8,782,18,25.17
4579,157,73,1007.4,0,9158,60.2,8,890,15,24.87
4580,212,38,1007.4,0,9160,61.4,8,798,12,24.9
4581,4,83,1007.4,0,9162,61.4,8,808,12,25.05
4582,213,29,1007.3,0,9164,61.1,8,926,14,24.93
4583,219,39,1007.3,0,9166,60,7,855,12,26.04
4584,232,32,1007.2,0,9168,59.6,8,697,16,25.33
4585,222,31,1007.2,0,9170,60.2,8,884,15,25.18
4586,153,95,1007.3,0,9172,60.7,7,785,17,25.18
4587,225,35,1007.1,0,9174,58.4,8,702,15,25.37
4588,220,32,1007,0,9176,52.2,7,666,14,25.5
4589,221,58,1006.9,0,9178,51.1,7,726,13,25.84
4590,231,30,1006.9,0,9180,55.1,7,439,15,25.12
4591,227,26,1006.8,0,9182,56.9,6,505,10,25.48
4592,239,22,1006.9,0,9184,58.6,7,403,11,25.26
4593,233,25,1007,0,9186,61.3,7,633,12,25.05
4594,235,28,1007.1,0,9188,62.6,8,456,15,24.58
4595,231,30,1007.2,0,9190,67.6,8,190,15,23.5
4596,237,29,1007.5,0,9192,71,9,250,16,23.25
4597,233,35,1007.7,0,9194,73.6,8,229,15,22.73
4598,223,31,1007.8,0,9196,73.9,8,165,16,22.55
4599,222,36,1007.9,0,9198,74.2,8,125,14,22.27
4600,303,31,1008,0,9200,74.4,7,127,15,22.37
4601,220,37,1008,0,9202,74.3,7,120,15,22.03
4602,224,34,1008,0,9204,75.3,8,96,15,21.85
4603,182,39,1008.1,0,9206,75.4,6,85,14,21.95
4604,225,33,1008.2,0,9208,74.7,8,171,18,22.31
4605,218,34,1008.2,0,9210,73.7,7,91,11,22.26
4606,224,32,1008.3,0,9212,71.6,7,102,10,22.15
4607,227,32,1008.3,0,9214,72.5,7,81,13,22
4608,223,35,1008.5,0,9216,73.3,7,82,12,21.96
4609,15,100,1008.6,0,9218,74.1,7,36,12,21.69
4610,218,27,1008.6,0,9220,75.6,5,18,8,21.44
4611,217,30,1008.6,0,9222,77.3,6,19,9,21.32
4612,217,32,1008.8,0,9224,77.5,6,7,10,21.32
4613,211,34,1008.9,0,9226,77.3,6,26,10,21.33
4614,216,30,1009.1,0,9228,77.6,7,18,11,21.27
4615,209,30,1009.1,0,9230,77.6,6,20,9,21.22
4616,210,30,1009.2,0,9232,78.1,6,14,9,21.13
4617,220,25,1009.2,0,9234,79,4,26,7,21.04
4618,215,26,1009.3,0,9236,79.7,4,20,8,21.06
4619,331,79,1009.3,0,9238,79.1,5,14,9,21.12
4620,218,27,1009.4,0,9240,79.6,6,21,10,20.99
4621,217,31,1009.4,0,9242,80.2,5,18,10,20.92
4622,219,28,1009.4,0,9244,79.6,5,19,9,20.93
4623,225,28,1009.4,0,9246,79.3,5,15,10,20.84
4624,192,99,1009.3,0,9248,79.8,5,19,9,20.79
4625,219,26,1009.3,0,9250,79.8,5,24,10,20.69
4626,210,27,1009.2,0,9252,79.8,4,28,8,20.64
4627,214,29,1009.1,0,9254,78.8,5,23,8,20.66
4628,212,28,1009.1,0,9256,79.6,4,16,7,20.57
4629,210,28,1009,0,9258,79.5,4,15,7,20.46
4630,216,23,1008.9,0,9260,79.4,4,21,7,20.45
4631,219,25,1008.9,0,9262,80.4,5,24,10,20.48
4632,217,34,1009,0,9264,77.4,6,17,10,20.45
4633,214,31,1009,0,9266,75.1,6,20,9,20.5
4634,211,32,1009,0,9268,74.9,6,24,9,20.37
4635,210,24,1008.9,0,9270,75.6,6,14,9,20.27
4636,208,24,1008.9,0,9272,76.9,5,18,8,20.18
4637,204,18,1008.8,0,9274,77.7,4,23,6,20.18
4638,207,27,1008.8,0,9276,77,6,13,10,20.45
4639,209,32,1008.7,0,9278,76.6,6,30,10,20.35
4640,211,26,1008.6,0,9280,76.5,5,11,10,20.21
4641,215,30,1008.5,0,9282,76.4,5,19,12,20.17
4642,204,27,1008.4,0,9284,76.5,5,22,7,20.01
4643,204,20,1008.3,0,9286,77.4,4,9,6,19.96
4644,198,27,1008.3,0,9288,77.1,4,16,7,20.2
4645,201,24,1008.4,0,9290,76.7,4,16,7,20.3
4646,201,27,1008.4,0,9292,76.5,5,26,7,20.38
4647,199,28,1008.5,0,9294,75.4,5,20,9,20.31
4648,190,19,1008.5,0,9296,73.2,5,24,7,20.28
4649,185,18,1008.4,0,9298,73.4,4,21,7,20.27
4650,166,15,1008.4,0,9300,73.9,4,18,7,20.22
4651,173,13,1008.4,0,9302,74.1,4,18,6,20.18
4652,182,16,1008.4,0,9304,73.4,5,21,9,20.11
4653,190,14,1008.4,0,9306,74.3,4,20,6,19.81
4654,192,14,1008.3,0,9308,75.1,3,20,6,19.53
4655,184,10,1008.4,0,9310,75.9,3,9,4,19.33
4656,152,9,1008.5,0,9312,77.7,0,15,3,19.35
4657,164,12,1008.5,0,9314,77.9,2,24,4,19.25
4658,167,5,1008.6,0,9316,78.2,0,23,0,19.2
4659,168,9,1008.7,0,9318,77.9,2,30,5,19.15
4660,138,21,1008.9,0,9320,78.7,3,21,5,19.14
4661,108,1,1008.8,0,9322,80,1,22,4,18.88
4662,110,2,1008.9,0,9324,81.4,0,11,0,18.48
4663,118,3,1009,0,9326,82.9,0,16,0,18.28
4664,121,6,1009,0,9328,84.7,2,15,4,18.07
4665,118,9,1009.1,0,9330,86.1,3,21,4,17.97
4666,113,4,1009.2,0,9332,86.9,3,29,4,17.81
4667,103,10,1009.2,0,9334,87.7,1,23,3,17.67
4668,95,1,1009.4,0,9336,88.2,1,25,3,17.67
4669,136,14,1009.6,0,9338,88.6,0,43,0,17.5
4670,143,0,1009.5,0,9340,89,0,30,0,17.16
4671,143,0,1009.6,0,9342,89.9,0,65,0,17.33
4672,143,0,1009.7,0,9344,90.6,0,88,0,17.63
4673,144,0,1009.7,0,9346,90.5,0,166,0,18
4674,167,26,1009.8,0,9348,88.9,0,162,1,18.69
4675,178,14,1009.9,0,9350,83.3,1,227,3,19.91
4676,205,20,1009.8,0,9352,78.6,2,281,4,20.03
4677,162,23,1009.9,0,9354,72.9,3,158,4,20.85
4678,165,20,1009.8,0,9356,69.2,3,333,4,21.66
4679,126,18,1009.6,0,9358,65.8,4,346,7,21.69
4680,134,33,1009.6,0,9360,63.4,4,468,6,21.92
4681,203,28,1009.7,0,9362,62.9,3,261,4,22.12
4682,181,19,1009.7,0,9364,63.1,4,207,6,21.8
4683,179,34,1009.8,0,9366,63.2,3,631,5,22.27
4684,180,39,1009.7,0,9368,60.5,4,556,6,23.07
4685,208,29,1009.6,0,9370,60.1,3,417,5,22.72
4686,221,23,1009.6,0,9372,61.4,4,245,6,22.45
4687,231,28,1009.6,0,9374,62.7,5,213,10,22.19
4688,252,18,1009.6,0,9376,64.9,6,286,9,22.56
4689,233,23,1009.7,0,9378,60.8,5,882,9,22.38
4690,222,25,1009.7,0,9380,62.9,4,323,8,22.6
4691,230,23,1009.8,0,9382,58.9,6,951,10,22.93
4692,234,28,1009.7,0,9384,56,6,860,10,23.47
4693,223,30,1009.6,0,9386,56.5,5,244,7,23.23
4694,236,24,1009.7,0,9388,57.5,6,1024,8,23.58
4695,359,47,1009.6,0,9390,52.6,5,941,9,24.49
4696,239,42,1009.5,0,9392,49.9,5,1046,8,25.49
4697,224,31,1009.4,0,9394,49.4,6,253,11,24.06
4698,271,31,1009.6,0,9396,50.8,6,337,11,24.16
4699,257,39,1009.7,0,9398,50.4,7,327,12,24.03
4700,254,32,1009.7,0,9400,49.7,8,350,12,24.83
4701,251,32,1009.7,0,9402,49.8,9,1036,17,25.05
4702,259,26,1009.6,0,9404,47.6,10,1040,18,25.56
4703,228,30,1009.7,0,9406,54.5,8,1042,17,24.75
4704,241,30,1009.7,0,9408,51.2,9,1111,15,24.97
4705,93,88,1009.7,0,9410,49.2,8,1079,17,25.08
4706,229,34,1009.5,0,9412,47.7,9,1043,16,25.38
4707,107,36,1009.5,0,9414,50.1,9,1053,16,25.52
4708,219,40,1009.4,0,9416,53,8,1131,15,25.23
4709,225,28,1009.4,0,9418,54.4,9,1074,18,24.83
4710,221,36,1009.4,0,9420,56.2,8,1125,15,24.59
4711,225,30,1009.3,0,9422,54.1,10,1147,17,24.87
4712,233,37,1009.3,0,9424,54.5,10,1127,17,24.3
4713,211,90,1009.4,0,9426,58.3,10,1134,18,24.27
4714,227,39,1009.3,0,9428,54.4,8,1139,17,24.93
4715,231,32,1009.3,0,9430,52.4,9,1157,16,24.55
4716,220,32,1009.2,0,9432,50.1,8,654,13,25.41
4717,224,34,1009.1,0,9434,47.7,9,1020,17,25.31
4718,225,35,1009.1,0,9436,47.6,9,1023,17,24.88
4719,225,39,1009.1,0,9438,46.1,8,1021,15,25.69
4720,235,35,1009.1,0,9440,49.8,10,973,18,25.66
4721,220,36,1009.2,0,9442,50.1,7,974,13,24.67
4722,105,80,1009.2,0,9444,53.4,8,966,18,24.21
4723,233,41,1009.1,0,9446,56.1,10,947,19,24.36
4724,355,93,1009.1,0,9448,58,10,931,20,24.09
4725,222,36,1009.1,0,9450,57.1,9,916,17,24.15
4726,219,34,1009.1,0,9452,59.3,9,889,16,24.05
4727,232,33,1009,0,9454,57.2,9,859,17,24.72
4728,210,36,1009,0,9456,55.2,7,836,15,24.8
4729,38,89,1008.9,0,9458,57.9,8,779,15,24.21
4730,245,96,1008.9,0,9460,54.3,8,767,15,24.02
4731,23,106,1008.8,0,9462,55.6,9,740,15,23.76
4732,221,35,1008.8,0,9464,54.6,9,699,17,24.23
4733,211,40,1008.7,0,9466,54.8,8,658,13,23.69
4734,216,33,1008.6,0,9468,56.4,9,635,16,24.15
4735,159,90,1008.7,0,9470,60.7,8,596,19,23.32
4736,229,36,1008.7,0,9472,61.7,9,552,18,23.65
4737,46,106,1008.7,0,9474,61.5,9,515,18,23.45
4738,218,37,1008.8,0,9476,64.4,9,489,16,23.01
4739,230,29,1008.9,0,9478,64.8,10,455,17,22.72
4740,171,43,1008.9,0,9480,65.4,9,413,18,22.61
4741,218,32,1009,0,9482,65.8,8,386,15,22.46
4742,226,37,1009.2,0,9484,67.5,10,341,19,22.19
4743,214,33,1009.3,0,9486,66.4,8,317,13,22.11
4744,214,39,1009.4,0,9488,67.4,8,270,17,22.05
4745,224,30,1009.4,0,9490,69.3,9,238,17,21.74
4746,82,86,1009.5,0,9492,70.9,8,211,13,21.71
4747,222,37,1009.6,0,9494,70.8,8,174,15,21.31
4748,212,35,1009.7,0,9496,70.9,8,123,11,21.2
4749,222,39,1009.9,0,9498,73.1,7,55,15,20.77
4750,215,30,1010,0,9500,73.5,6,47,9,20.65
4751,218,30,1010.1,0,9502,74.4,7,38,13,20.35
4752,222,34,1010.2,0,9504,75.9,7,23,12,20.29
4753,220,35,1010.3,0,9506,76.2,6,29,9,20.17
4754,213,32,1010.3,0,9508,76.7,5,28,8,20.09
4755,350,88,1010.3,0,9510,77.3,6,19,12,19.97
4756,216,29,1010.4,0,9512,77.9,6,16,10,19.86
4757,113,38,1010.7,0,9514,78.1,5,12,10,19.77
4758,204,29,1010.8,0,9516,77.8,5,17,9,19.77
4759,103,49,1010.8,0,9518,78.3,4,19,8,19.68
4760,201,29,1010.8,0,9520,78,6,15,10,19.66
4761,201,24,1010.8,0,9522,78.5,6,23,10,19.57
4762,197,27,1010.9,0,9524,78.5,6,17,10,19.61
4763,206,27,1010.9,0,9526,78.8,5,35,8,19.47
4764,200,27,1010.9,0,9528,78.9,6,16,9,19.45
4765,198,29,1011,0,9530,79.2,6,16,10,19.44
4766,193,22,1010.9,0,9532,79.1,6,15,10,19.35
4767,194,21,1010.9,0,9534,79.3,5,21,9,19.25
4768,194,21,1010.9,0,9536,79.2,6,16,11,19.23
4769,195,23,1010.9,0,9538,79.4,6,19,10,19.08
4770,196,22,1010.8,0,9540,80,5,18,8,18.99
4771,193,25,1010.8,0,9542,80.7,5,22,10,18.94
4772,197,21,1010.8,0,9544,81.2,4,20,8,18.84
4773,190,19,1010.7,0,9546,81.4,6,26,9,18.73
4774,191,23,1010.7,0,9548,81.8,5,24,7,18.59
4775,191,23,1010.6,0,9550,82.6,5,18,7,18.48
4776,195,21,1010.6,0,9552,83,4,16,6,18.44
4777,196,16,1010.5,0,9554,82.2,4,14,8,18.37
4778,163,97,1010.3,0,9556,81.9,4,14,6,18.29
4779,197,16,1010.3,0,9558,81.8,4,9,7,18.27
4780,197,16,1010.3,0,9560,81.9,4,22,7,18.23
4781,199,16,1010.3,0,9562,82.1,4,21,6,18.16
4782,200,19,1010.3,0,9564,82.5,4,21,7,18.08
4783,197,20,1010.2,0,9566,82.8,4,10,7,18.06
4784,194,19,1010.2,0,9568,82.7,4,11,7,18.04
4785,186,14,1010.1,0,9570,82.7,4,17,7,17.94
4786,182,14,1010.1,0,9572,82.5,5,18,7,17.77
4787,184,12,1010,0,9574,82.3,5,15,7,17.57
4788,185,13,1009.9,0,9576,82.5,4,19,6,17.37
4789,191,8,1009.8,0,9578,82.5,3,27,5,17.2
4790,190,12,1009.7,0,9580,82.9,3,13,6,17.01
4791,190,10,1009.7,0,9582,83.2,3,20,5,16.82
4792,178,18,1009.6,0,9584,82.5,5,23,7,16.88
4793,178,16,1009.6,0,9586,80.2,5,10,8,16.87
4794,181,15,1009.5,0,9588,79.4,5,31,8,16.78
4795,183,14,1009.6,0,9590,79.4,5,14,8,16.61
4796,185,18,1009.6,0,9592,79.7,4,14,7,16.44
4797,186,13,1009.5,0,9594,80.2,4,8,6,16.24
4798,184,14,1009.5,0,9596,81,4,10,7,16.05
4799,184,12,1009.5,0,9598,81.5,3,25,5,15.87
4800,195,9,1009.5,0,9600,82.4,3,25,5,15.68
4801,201,13,1009.5,0,9602,83.4,2,9,5,15.46
4802,194,11,1009.6,0,9604,83.9,4,15,6,15.53
4803,193,16,1009.6,0,9606,84,4,11,6,15.46
4804,200,6,1009.6,0,9608,84.4,3,11,5,15.33
4805,199,7,1009.7,0,9610,85,3,23,5,15.24
4806,197,9,1009.8,0,9612,85.5,4,14,5,15.21
4807,196,14,1009.8,0,9614,85.5,4,14,6,15.2
4808,196,11,1009.9,0,9616,85.6,3,13,5,15.01
4809,198,5,1010,0,9618,86.2,3,12,4,14.96
4810,200,12,1010.1,0,9620,86.6,3,29,4,14.88
4811,200,8,1010.2,0,9622,87,1,29,3,14.77
4812,210,15,1010.4,0,9624,87.3,3,26,6,14.78
4813,214,14,1010.7,0,9626,87.8,3,31,4,14.83
4814,217,13,1010.9,0,9628,88.3,3,29,5,14.99
4815,202,17,1010.9,0,9630,87.2,4,51,6,15.34
4816,197,17,1011.1,0,9632,84.4,5,84,8,15.84
4817,196,19,1011.3,0,9634,81.4,5,121,9,16.18
4818,193,21,1011.5,0,9636,78.9,5,151,10,16.59
4819,190,21,1011.7,0,9638,76.6,6,188,9,16.87
4820,187,18,1011.7,0,9640,75,6,239,10,17.14
4821,186,19,1011.9,0,9642,73.5,6,260,10,17.47
4822,183,20,1012,0,9644,71.5,6,302,11,17.91
4823,174,19,1012.1,0,9646,68.5,6,339,12,18.39
4824,174,23,1012.2,0,9648,66.8,6,384,10,18.63
4825,175,20,1012.3,0,9650,65.3,7,408,11,18.87
4826,178,22,1012.3,0,9652,64.2,6,440,9,19.02
4827,173,22,1012.1,0,9654,63.1,6,473,9,19.86
4828,172,26,1012.2,0,9656,62.3,6,506,8,20.07
4829,168,21,1012.1,0,9658,60.3,6,552,8,20.51
4830,163,17,1012.1,0,9660,59.4,5,582,8,21.51
4831,156,23,1011.9,0,9662,56.7,5,632,7,21.92
4832,114,43,1011.9,0,9664,56.5,4,661,8,22.38
4833,122,27,1011.9,0,9666,55.4,5,675,8,22.74
4834,133,30,1011.8,0,9668,53.1,4,709,6,23.57
4835,100,27,1011.8,0,9670,52.3,4,739,7,23.51
4836,173,35,1011.8,0,9672,51.6,4,779,7,24.12
4837,174,40,1011.7,0,9674,50.8,4,812,7,24.69
4838,208,32,1011.6,0,9676,51.1,5,827,8,24.72
4839,199,41,1011.4,0,9678,49.2,5,869,8,24.74
4840,186,38,1011.5,0,9680,45.6,5,896,8,25.56
4841,193,35,1011.4,0,9682,45.5,6,909,10,24.89
4842,186,57,1011.3,0,9684,44.8,5,922,8,25.98
4843,176,51,1011.2,0,9686,43.2,5,956,8,25.69
4844,190,35,1011.1,0,9688,42.6,5,966,9,26.72
4845,217,38,1011,0,9690,46.2,6,986,11,26.1
4846,243,26,1010.8,0,9692,46,6,987,11,26.35
4847,232,33,1010.7,0,9694,46.2,7,1001,12,26.08
4848,230,27,1010.7,0,9696,43.1,7,1016,11,26.53
4849,241,24,1010.7,0,9698,43.8,7,1018,11,26.6
4850,232,36,1010.7,0,9700,43.3,7,1035,15,27.68
4851,238,33,1010.6,0,9702,42.6,7,1039,13,27.33
4852,238,33,1010.6,0,9704,45.8,9,1033,15,25.93
4853,232,32,1010.5,0,9706,46.1,9,1019,15,26.49
4854,320,28,1010.4,0,9708,46.9,9,1030,18,25.96
4855,233,36,1010.3,0,9710,45.2,8,1044,15,26.21
4856,235,30,1010.3,0,9712,46.6,9,1038,15,26.19
4857,241,30,1010.2,0,9714,46.1,10,1033,16,26.41
4858,264,23,1010.2,0,9716,46.6,9,1040,16,25.62
4859,354,90,1010.2,0,9718,48.8,9,1024,16,25.5
4860,235,31,1010.2,0,9720,49.7,10,1009,17,24.76
4861,237,34,1010.2,0,9722,50.1,11,1004,19,25.01
4862,234,33,1010,0,9724,49.8,11,1001,18,25.07
4863,170,89,1010.1,0,9726,49.6,10,989,17,25.03
4864,226,32,1010,0,9728,50.3,8,960,14,25.35
4865,237,31,1010,0,9730,51.1,10,959,17,25.25
4866,216,34,1010,0,9732,53.5,8,941,13,24.61
4867,169,80,1009.9,0,9734,54.7,10,927,19,24.31
4868,219,35,1010,0,9736,55.8,9,908,17,23.58
4869,217,32,1010,0,9738,56.3,9,895,19,23.6
4870,304,14,1010,0,9740,54.9,9,870,17,24.03
4871,3,86,1010,0,9742,55.8,10,833,18,23.84
4872,223,43,1010,0,9744,53.6,8,814,16,24.62
4873,221,35,1010,0,9746,55.2,9,781,16,24.17
4874,226,33,1009.9,0,9748,53.9,9,752,18,24.23
4875,318,51,1010,0,9750,53.3,9,721,19,24.48
4876,219,30,1009.8,0,9752,54.6,9,695,16,24.08
4877,219,37,1009.7,0,9754,55.5,9,646,16,23.96
4878,219,39,1009.7,0,9756,52.3,9,621,19,23.77
4879,225,38,1009.7,0,9758,54,9,589,15,23.76
4880,280,74,1009.7,0,9760,57.4,9,539,15,23.94
4881,279,92,1009.6,0,9762,59.1,8,494,18,23.73
4882,298,103,1009.6,0,9764,59.3,9,479,17,23.46
4883,223,33,1009.6,0,9766,60.5,8,432,14,23.74
4884,269,91,1009.6,0,9768,61,8,392,15,23.62
4885,224,35,1009.7,0,9770,60.9,7,373,13,23.65
4886,220,33,1009.7,0,9772,60.4,7,341,12,23.51
4887,216,35,1009.8,0,9774,61.4,6,309,10,23.73
4888,308,35,1009.8,0,9776,59,6,277,12,23.72
4889,319,57,1009.9,0,9778,58.5,6,242,9,23.61
4890,209,38,1009.9,0,9780,59.3,6,199,9,23.34
4891,208,37,1010,0,9782,61.8,7,173,11,22.97
4892,208,34,1010.1,0,9784,63.1,6,128,9,23.04
4893,203,36,1010.1,0,9786,65,7,101,12,22.42
4894,207,31,1010.1,0,9788,67.1,6,68,9,22.18
4895,207,29,1010.2,0,9790,68.9,5,47,8,21.89
4896,206,28,1010.3,0,9792,69.9,5,34,7,21.74
4897,148,67,1010.3,0,9794,71.4,6,24,9,21.53
4898,207,27,1010.3,0,9796,72.8,5,26,7,21.33
4899,204,25,1010.4,0,9798,74.4,4,28,9,21.18
4900,199,22,1010.5,0,9800,75.5,5,29,7,21.07
4901,48,46,1010.6,0,9802,76.3,5,9,8,21.01
4902,250,64,1010.7,0,9804,77.1,5,28,8,20.96
4903,201,21,1010.6,0,9806,78,5,16,7,20.85
4904,203,24,1010.7,0,9808,78.4,5,24,8,20.8
4905,204,23,1010.8,0,9810,78.8,4,8,7,20.72
4906,205,24,1010.8,0,9812,79.1,5,21,8,20.64
4907,197,19,1010.8,0,9814,79.2,4,27,6,20.56
4908,199,19,1010.9,0,9816,79.8,4,16,6,20.46
